cgpa,easySolved,mediumSolved,hardSolved,contestRating,projectsCount,internshipsCount,certifications,branch,semester,communityActivityScore,placed,packageBand
7.88,23,105,18,1792.0,2,2,5,CSE,8,72,True,high
8.39,334,53,16,1272.0,0,3,3,CSE,6,90,True,high
6.79,155,93,4,1250.0,3,2,5,EEE,6,23,True,high
7.99,66,75,24,1177.0,2,3,3,MECH,7,61,True,high
6.24,220,34,17,1414.0,6,2,5,MECH,7,42,True,high
7.68,277,10,49,1895.0,2,3,3,EEE,8,58,True,high
6.81,219,60,7,1015.0,2,1,3,CSE,6,53,True,high
6.99,26,43,26,886.0,1,3,3,MECH,7,78,True,mid
9.16,295,120,14,1467.0,1,2,2,ECE,5,25,True,high
9.0,212,67,44,1542.0,1,3,4,EEE,6,53,True,high
8.47,108,24,12,1413.0,2,0,3,IT,5,60,True,mid
6.6,288,175,15,1549.0,5,3,4,MECH,7,93,True,high
7.45,218,159,21,1117.0,7,3,4,MECH,7,74,True,high
9.13,138,83,19,1164.0,2,3,1,CSE,5,92,True,high
7.96,344,113,12,1431.0,7,0,1,ECE,6,78,True,high
10.0,297,131,19,1840.0,7,0,0,IT,6,43,True,high
8.23,261,165,1,1540.0,1,0,5,ECE,6,8,True,high
8.01,274,190,34,1552.0,2,1,1,CSE,5,41,True,high
7.46,280,174,46,1132.0,1,0,3,EEE,6,28,True,high
7.95,197,0,18,1506.0,1,1,4,CSE,7,78,True,mid
7.63,223,130,44,1104.0,1,3,5,EEE,6,80,True,high
8.58,292,85,36,1842.0,6,1,0,CIVIL,6,79,True,high
8.85,220,61,5,1147.0,6,3,1,ECE,8,57,True,high
6.94,85,63,13,1201.0,5,1,2,ECE,5,85,True,mid
6.34,157,144,3,1032.0,3,0,5,CSE,7,62,True,mid
5.78,330,125,21,1421.0,7,0,0,CIVIL,6,48,True,high
8.36,222,104,38,1411.0,2,1,3,ECE,8,10,True,high
6.59,118,61,35,1778.0,0,1,5,ECE,6,88,True,high
5.5,138,34,33,1594.0,1,0,4,EEE,7,53,True,low
8.23,19,12,26,1202.0,5,3,3,CSE,5,29,True,high
10.0,56,162,6,1618.0,0,3,3,ECE,8,65,True,high
7.79,324,42,2,1089.0,6,3,5,EEE,6,64,True,high
8.72,105,129,46,1220.0,3,3,2,IT,7,57,True,high
7.89,112,183,32,1430.0,2,2,2,CSE,5,56,True,high
7.69,155,110,1,1117.0,7,3,5,CSE,8,36,True,high
8.81,36,127,41,1666.0,7,2,5,ECE,7,53,True,high
7.48,229,50,15,1970.0,6,2,5,EEE,5,72,True,high
8.09,27,181,24,1326.0,5,0,4,CSE,5,68,True,high
8.15,176,143,14,1237.0,1,0,1,IT,6,23,True,mid
7.07,91,145,23,1368.0,1,1,3,CSE,6,62,True,high
8.89,81,134,14,1261.0,7,3,5,CSE,6,90,True,high
7.61,319,44,30,1465.0,1,3,1,CSE,8,93,True,high
6.97,263,163,13,1069.0,7,0,4,CIVIL,7,50,True,high
8.39,171,168,13,1480.0,5,0,3,CSE,8,14,True,high
6.81,336,41,5,1878.0,6,0,1,ECE,6,46,True,high
7.83,47,134,13,899.0,0,1,3,ECE,7,72,False,none
7.79,210,14,16,1108.0,3,3,2,EEE,6,45,True,high
8.99,209,59,17,1289.0,2,1,5,CSE,6,29,True,high
8.32,264,39,19,1535.0,7,2,2,EEE,7,78,True,high
7.77,188,164,16,1623.0,3,2,0,CSE,6,19,True,high
8.7,44,193,15,1602.0,6,3,4,IT,8,56,True,high
9.33,91,111,39,977.0,1,0,5,MECH,6,48,False,none
8.41,229,182,38,1231.0,3,0,1,CSE,8,55,True,high
7.81,167,76,31,1175.0,0,1,3,IT,7,55,True,mid
6.36,13,104,43,1384.0,4,2,0,CSE,6,24,False,none
6.63,176,106,8,1405.0,6,2,4,MECH,6,8,True,high
7.46,213,121,26,1058.0,4,3,4,ECE,6,21,True,high
7.13,203,79,45,1290.0,2,2,4,ECE,5,76,True,high
7.59,244,124,32,1545.0,2,0,1,CSE,7,36,True,mid
7.86,215,183,9,1243.0,3,0,5,ECE,8,27,True,high
8.38,159,171,16,1350.0,2,0,2,CSE,6,13,True,high
7.72,168,184,48,1824.0,6,3,0,EEE,8,29,True,high
8.34,288,133,48,1898.0,5,1,1,CSE,6,38,True,high
7.87,313,31,35,860.0,7,2,3,EEE,7,56,True,high
5.63,175,107,16,1428.0,0,3,1,EEE,6,4,True,mid
6.77,320,113,17,2129.0,1,1,3,EEE,5,11,True,high
7.64,77,145,22,1520.0,1,3,3,EEE,5,34,True,high
6.47,97,67,33,1405.0,7,2,4,CSE,6,40,True,high
8.46,226,126,7,1728.0,3,0,1,CSE,5,62,True,high
9.48,10,134,12,1455.0,1,1,2,CSE,5,41,True,high
9.14,144,113,22,1577.0,3,1,3,IT,5,64,True,high
7.57,194,7,19,1347.0,7,3,4,ECE,5,64,True,high
9.44,149,63,21,1451.0,2,3,2,EEE,5,42,True,high
7.96,115,134,46,1507.0,7,0,1,CIVIL,7,59,True,high
7.43,142,40,22,1616.0,2,3,2,IT,8,19,True,high
7.13,117,39,40,1292.0,5,2,1,ECE,5,97,True,high
7.47,187,2,34,1285.0,5,2,3,ECE,5,97,True,high
7.37,307,144,2,918.0,0,2,0,CIVIL,7,62,True,mid
7.99,155,193,33,1303.0,7,2,0,MECH,5,23,True,high
7.98,83,109,32,1638.0,1,0,5,EEE,7,91,True,high
7.8,117,113,45,1516.0,6,0,5,EEE,5,74,True,high
8.28,131,111,16,1151.0,5,0,3,EEE,6,71,True,high
9.11,26,179,44,924.0,7,3,2,CSE,5,34,True,high
8.84,205,149,18,1364.0,0,0,1,MECH,6,40,True,mid
6.17,336,3,29,1631.0,4,1,0,EEE,7,15,True,high
5.5,327,133,22,1280.0,5,1,1,CSE,5,79,True,high
8.83,306,165,14,1039.0,0,1,3,CSE,8,5,True,high
6.3,261,25,13,1253.0,3,3,2,CIVIL,6,19,False,none
7.55,128,138,1,1482.0,3,3,1,EEE,8,55,True,high
6.51,171,16,38,1711.0,0,0,2,CSE,5,74,True,mid
5.82,207,91,48,1336.0,2,2,0,CSE,5,7,True,high
8.4,54,30,17,1664.0,4,1,1,EEE,7,83,True,high
8.64,323,162,5,1636.0,0,3,4,CSE,5,95,True,high
7.17,188,143,31,1106.0,5,1,0,ECE,8,96,True,high
5.5,53,106,20,1713.0,2,0,2,EEE,6,5,False,none
7.2,280,145,39,1474.0,0,3,3,ECE,7,91,True,high
8.23,87,110,27,1098.0,1,2,4,IT,5,7,True,high
6.17,335,100,26,1840.0,5,2,5,CSE,7,61,True,high
8.0,187,111,1,1369.0,5,3,1,CSE,7,13,True,high
7.78,12,61,32,914.0,3,2,5,CSE,7,2,True,high
8.44,223,111,15,1223.0,1,0,0,CSE,6,1,False,none
7.93,83,154,38,1162.0,1,2,1,CSE,8,21,True,high
6.73,60,162,21,1230.0,7,1,1,EEE,8,96,True,high
9.12,76,115,42,1289.0,7,1,4,CSE,8,84,True,high
7.63,341,172,46,1336.0,5,1,4,IT,7,69,True,high
7.77,102,34,12,1326.0,4,3,4,CSE,6,70,True,high
6.77,185,27,1,1376.0,6,3,4,EEE,5,5,True,high
7.31,154,102,13,1547.0,7,3,3,IT,8,49,True,high
6.83,16,124,37,1213.0,2,3,2,CSE,8,43,True,high
7.61,278,101,40,1695.0,3,3,4,ECE,5,7,True,high
9.68,331,136,27,1094.0,1,0,0,EEE,6,23,True,high
6.29,13,142,6,1554.0,3,3,1,EEE,8,26,True,high
6.03,147,20,17,1811.0,5,2,5,ECE,5,52,True,high
9.42,240,51,40,1356.0,2,0,4,CSE,5,50,True,high
7.57,97,162,35,1448.0,0,3,0,EEE,8,27,True,high
7.06,26,96,40,1158.0,1,2,3,EEE,8,58,True,high
8.94,61,50,35,1272.0,2,0,0,CSE,8,68,True,mid
7.13,143,82,43,1792.0,6,1,5,IT,5,82,True,high
9.81,220,54,3,1587.0,3,0,5,ECE,6,72,True,high
8.55,334,76,29,1505.0,5,3,0,ECE,7,24,True,high
7.26,228,126,23,916.0,2,0,3,MECH,7,43,True,mid
10.0,214,171,19,1221.0,0,0,5,EEE,6,46,True,high
7.13,220,192,45,1835.0,7,1,3,CSE,8,12,True,high
8.62,286,92,30,1503.0,7,0,1,ECE,8,52,True,high
8.13,33,87,23,1534.0,2,0,4,MECH,6,52,True,high
9.23,13,79,6,1443.0,5,1,5,EEE,5,36,True,high
9.52,161,152,25,1247.0,3,3,0,IT,5,62,True,high
7.84,268,91,12,1483.0,1,2,2,CSE,6,65,True,high
6.97,333,46,7,1017.0,6,0,2,CSE,5,39,True,low
8.31,177,183,4,999.0,6,1,1,ECE,6,77,True,high
7.05,185,37,43,1216.0,1,0,2,EEE,6,60,True,low
10.0,319,138,12,1448.0,4,3,1,CSE,8,94,True,high
7.95,300,194,28,1008.0,3,3,4,MECH,6,5,True,high
7.4,65,14,19,1432.0,6,1,1,CSE,7,24,True,high
8.0,117,0,13,1151.0,4,2,3,CSE,7,45,True,high
6.32,305,134,31,1185.0,4,2,3,IT,7,30,True,high
6.73,333,0,49,1725.0,5,0,3,CSE,8,79,True,high
9.12,311,48,26,1409.0,5,1,5,IT,7,62,True,high
7.08,343,95,24,1174.0,5,2,3,CSE,8,90,True,high
6.65,150,156,3,1447.0,0,3,3,CSE,6,93,True,high
8.39,164,25,20,1033.0,3,2,3,MECH,7,67,True,high
9.1,271,86,17,1496.0,1,1,3,MECH,7,38,True,high
8.59,282,172,38,1677.0,3,3,5,ECE,8,79,True,high
8.9,241,92,14,1565.0,5,0,3,CSE,6,35,True,high
6.97,250,101,37,1939.0,0,3,3,EEE,5,6,True,high
6.24,346,70,47,915.0,3,2,4,CSE,7,84,True,high
9.45,267,139,23,1432.0,3,2,5,MECH,6,65,True,high
7.45,258,94,7,1064.0,4,2,3,CSE,7,54,True,high
7.52,86,159,27,1357.0,3,0,1,MECH,8,71,True,high
9.26,189,117,20,1400.0,4,2,4,ECE,8,41,True,high
8.41,75,147,15,1970.0,4,1,5,ECE,6,26,True,high
8.3,317,118,15,1385.0,2,0,2,MECH,5,1,True,mid
10.0,180,50,34,1380.0,5,3,0,CSE,7,69,True,high
7.09,31,80,16,1651.0,6,2,5,MECH,7,3,True,high
8.82,116,35,8,1387.0,0,1,4,CSE,7,20,False,none
7.86,332,66,34,1858.0,4,1,3,CSE,7,0,True,high
8.1,236,128,28,1567.0,3,0,4,ECE,7,37,True,high
9.48,225,113,38,1607.0,4,1,0,CIVIL,5,59,True,high
8.36,78,154,17,933.0,4,0,0,CSE,7,75,True,mid
8.39,93,110,11,1896.0,4,0,5,ECE,5,90,True,high
8.98,112,167,18,1236.0,1,0,3,EEE,5,13,True,mid
7.4,48,141,47,1398.0,6,3,3,CSE,7,78,True,high
6.88,22,99,21,1237.0,6,3,1,CSE,7,87,True,high
6.65,306,196,48,1144.0,1,1,0,ECE,7,81,True,mid
5.64,322,108,14,1099.0,1,3,3,CSE,6,16,True,mid
10.0,190,119,0,1426.0,1,0,0,ECE,5,72,True,high
6.59,277,78,1,908.0,6,0,1,MECH,6,46,True,mid
7.56,22,133,7,1339.0,2,3,2,MECH,7,81,True,high
7.5,129,160,21,1664.0,4,1,0,CSE,6,55,True,high
8.14,66,182,24,1558.0,2,0,1,EEE,7,52,True,high
8.7,49,18,1,1508.0,3,3,1,CSE,7,17,True,high
8.75,345,126,8,1176.0,6,2,1,ECE,6,68,True,high
7.16,137,28,8,1003.0,5,1,4,IT,8,47,True,mid
7.62,182,188,12,1660.0,6,1,5,CSE,8,8,True,high
8.11,44,197,5,1288.0,0,1,3,ECE,8,53,True,high
7.53,268,23,29,1379.0,2,2,0,MECH,7,34,True,mid
9.57,14,150,14,1351.0,1,0,5,EEE,6,45,True,high
8.34,227,9,14,1568.0,7,1,4,ECE,6,0,True,high
8.61,20,181,49,1861.0,1,3,0,CSE,7,40,True,high
8.53,336,104,6,1766.0,3,1,5,ECE,6,72,True,high
9.09,126,168,10,817.0,4,3,4,CSE,7,31,True,high
8.0,193,176,39,1323.0,0,1,3,EEE,7,83,True,high
6.37,125,144,37,1063.0,2,3,1,ECE,5,76,True,high
8.24,171,183,39,1635.0,4,3,5,MECH,7,39,True,high
7.08,76,172,1,1401.0,4,3,5,CSE,5,10,False,none
7.22,209,157,47,1552.0,5,2,0,ECE,5,61,True,high
8.45,40,171,38,1301.0,5,2,1,ECE,8,45,True,high
9.16,84,54,9,1140.0,2,2,3,CSE,6,47,True,high
7.82,246,146,43,1183.0,2,0,0,ECE,7,42,True,high
8.14,336,156,16,1017.0,2,3,2,CSE,6,50,True,high
9.67,75,1,6,1084.0,2,0,2,CSE,7,60,True,mid
8.06,79,163,39,1031.0,1,2,2,CSE,5,41,True,high
10.0,306,146,38,1141.0,6,3,3,CSE,7,25,True,high
8.42,29,134,3,1127.0,6,0,2,IT,8,10,True,high
5.86,235,153,34,1499.0,4,2,5,CSE,8,24,True,high
8.63,208,110,46,1489.0,6,0,0,CIVIL,5,39,True,high
8.22,48,37,35,1498.0,7,0,5,CSE,7,24,True,high
9.22,154,130,30,1694.0,4,2,2,ECE,8,83,True,high
8.54,54,101,24,1380.0,1,3,0,ECE,5,74,True,high
7.65,335,193,40,1205.0,7,1,5,IT,5,73,True,high
6.45,100,94,12,1953.0,6,1,3,MECH,8,51,True,high
7.57,247,91,17,1626.0,4,0,1,IT,7,2,False,none
6.86,79,70,20,1438.0,2,0,5,MECH,6,38,True,mid
7.16,175,170,47,1421.0,0,0,4,CSE,5,90,True,high
8.45,139,189,0,1472.0,6,3,2,IT,7,34,True,high
9.64,223,198,35,1349.0,7,0,4,IT,6,39,True,high
8.23,349,23,49,1432.0,5,0,1,CSE,7,94,True,high
6.48,98,166,7,1525.0,7,0,3,IT,6,84,True,high
8.29,344,67,47,1218.0,7,2,5,EEE,7,21,True,high
9.12,261,127,20,991.0,5,1,3,IT,7,61,True,high
7.13,81,92,42,881.0,4,1,1,IT,7,18,True,mid
7.65,174,43,20,1622.0,0,2,4,CIVIL,7,13,True,high
7.82,58,132,26,1004.0,5,3,5,CIVIL,5,49,True,high
6.94,61,54,18,1516.0,6,3,2,CSE,6,61,True,high
8.51,298,157,22,1111.0,0,3,0,CSE,5,86,True,high
7.67,287,28,49,1115.0,7,2,3,CSE,6,89,True,high
8.26,123,153,42,1220.0,1,1,1,CSE,8,42,True,high
6.82,248,153,34,1449.0,3,1,5,CSE,7,54,True,high
7.32,142,36,39,1078.0,4,0,4,EEE,5,39,True,high
8.59,283,114,41,1246.0,1,1,2,CSE,6,11,True,high
7.39,175,180,47,1394.0,1,3,4,EEE,5,64,True,high
9.7,302,157,4,1097.0,0,3,2,MECH,5,33,True,high
7.36,252,2,40,1757.0,4,0,5,EEE,6,82,True,high
8.05,329,121,7,969.0,1,0,0,ECE,6,22,True,mid
8.83,147,42,10,1345.0,2,1,0,CSE,6,70,True,high
6.24,88,6,15,1718.0,1,0,1,CSE,5,6,False,none
5.86,179,124,38,1069.0,2,0,1,ECE,7,64,True,low
6.12,132,48,46,1373.0,3,2,2,EEE,7,17,True,high
9.19,185,120,23,1433.0,2,1,2,ECE,8,7,True,high
7.19,309,72,20,1198.0,2,3,2,EEE,5,88,True,high
10.0,91,40,22,1381.0,0,2,2,CSE,8,41,True,high
7.18,96,105,48,1540.0,1,3,5,CSE,7,92,True,high
8.0,234,76,37,1283.0,3,0,5,MECH,6,86,True,high
9.5,25,181,46,1591.0,1,0,0,CSE,6,92,True,high
10.0,319,126,7,1498.0,6,3,1,EEE,6,0,True,high
10.0,172,196,6,1254.0,6,2,1,MECH,6,78,True,high
9.13,107,90,1,1682.0,2,2,3,CSE,5,14,True,high
8.93,165,154,29,1215.0,5,2,1,ECE,8,27,True,high
8.45,11,7,12,1614.0,2,0,1,EEE,5,35,False,none
8.66,178,31,22,1219.0,1,1,4,EEE,6,95,True,high
7.19,324,63,28,1321.0,7,0,4,CSE,6,45,True,high
6.9,334,137,37,1359.0,3,3,3,MECH,7,76,True,high
7.8,101,12,36,1485.0,5,2,2,CSE,8,20,True,high
7.61,190,190,19,800.0,3,1,3,ECE,8,48,True,high
7.3,240,92,32,1515.0,0,2,3,ECE,5,38,True,high
8.57,310,162,28,1374.0,2,0,0,CSE,6,37,True,high
8.85,157,60,49,1471.0,2,1,5,CSE,8,8,True,high
7.9,289,181,14,1526.0,6,1,1,CSE,6,19,True,high
9.43,198,7,22,1498.0,0,0,0,ECE,7,83,True,high
6.54,323,28,41,898.0,6,2,5,CSE,8,7,True,high
7.59,137,94,2,1135.0,1,2,1,CIVIL,7,13,False,none
7.01,16,40,36,1483.0,2,2,3,CSE,5,61,True,high
5.75,56,157,28,1450.0,1,0,1,CIVIL,8,83,True,mid
7.71,62,148,44,1203.0,3,3,2,CIVIL,8,34,True,high
7.67,196,10,7,1584.0,5,3,2,ECE,7,54,True,high
9.46,47,1,21,1336.0,5,2,3,ECE,6,44,True,high
8.49,235,177,28,1621.0,5,1,4,CSE,8,20,True,high
6.67,62,168,1,1703.0,6,3,2,IT,8,52,True,high
9.84,233,193,40,1470.0,4,2,3,EEE,8,53,True,high
9.14,163,130,48,1539.0,0,3,0,IT,6,85,True,high
8.44,57,79,49,1248.0,5,2,4,ECE,7,42,True,high
7.55,156,178,44,1623.0,2,3,2,CIVIL,7,5,True,high
6.74,73,195,0,1455.0,0,3,3,ECE,5,54,True,high
7.39,191,86,43,1326.0,3,1,3,CIVIL,7,43,True,high
9.0,134,152,19,1095.0,3,1,0,CSE,7,90,True,high
9.87,188,157,20,1279.0,6,3,0,EEE,8,67,True,high
9.5,48,105,36,1123.0,3,2,4,EEE,8,3,True,high
7.26,269,138,7,1590.0,3,1,5,EEE,5,62,True,high
6.57,12,16,26,1705.0,7,0,2,ECE,6,91,True,high
7.95,73,153,46,1629.0,4,1,3,EEE,6,90,True,high
5.85,38,22,34,2022.0,7,3,4,CSE,8,57,True,high
8.16,20,183,5,1285.0,1,3,4,ECE,5,53,True,high
7.64,106,179,44,1549.0,1,0,0,ECE,7,80,True,high
7.29,212,47,43,1105.0,7,1,3,CSE,7,37,True,high
6.05,30,19,18,1351.0,5,3,1,MECH,8,59,True,high
8.36,48,1,17,1031.0,4,0,5,CSE,6,51,True,mid
7.21,232,87,0,1542.0,6,0,5,CSE,7,28,True,high
6.51,111,30,24,1311.0,1,2,0,ECE,8,39,True,low
5.5,55,154,26,886.0,7,1,3,CIVIL,7,70,True,high
7.77,75,129,6,1229.0,6,1,4,ECE,5,7,True,high
9.75,100,77,43,1848.0,6,1,5,MECH,5,96,True,high
9.63,173,3,41,1503.0,3,3,4,ECE,8,95,True,high
7.3,120,140,28,1592.0,1,0,2,MECH,6,34,True,high
7.14,347,162,30,1431.0,0,2,1,CSE,7,81,True,high
8.32,132,127,43,1355.0,5,1,0,MECH,7,15,True,high
6.7,202,199,42,1404.0,1,2,5,ECE,8,17,True,high
8.13,108,193,35,1461.0,0,2,2,ECE,6,58,True,high
8.64,300,133,18,1126.0,2,0,2,CSE,7,88,True,mid
9.15,168,30,5,1591.0,0,1,1,IT,5,33,True,high
7.69,112,137,24,1680.0,0,2,0,EEE,6,3,True,high
7.58,290,20,30,1351.0,3,1,0,CIVIL,5,68,True,high
6.83,52,22,8,1269.0,3,1,4,CSE,8,77,True,high
6.89,93,130,19,1215.0,5,1,0,CSE,8,64,True,high
7.55,200,159,9,1840.0,3,2,2,CSE,6,60,True,high
8.2,60,147,36,1287.0,0,0,4,ECE,6,85,True,mid
8.8,219,28,26,1563.0,4,0,0,MECH,7,45,True,high
6.92,135,104,12,1353.0,3,2,1,CSE,7,20,True,high
9.44,78,51,40,1339.0,3,3,2,CSE,7,76,True,high
7.5,274,114,1,1209.0,7,1,3,CSE,8,99,True,high
7.78,267,173,49,1157.0,0,1,1,EEE,8,92,True,high
6.98,197,161,20,1585.0,2,0,1,CSE,6,37,True,mid
5.5,239,100,32,1152.0,2,2,0,IT,6,72,False,none
8.77,198,83,23,1516.0,7,2,4,CSE,7,96,True,high
8.61,19,60,43,1423.0,1,3,4,MECH,8,85,True,high
7.49,123,124,41,1588.0,5,3,2,ECE,6,80,True,high
7.87,85,199,33,1248.0,2,0,0,CSE,7,59,True,high
8.37,173,70,8,1670.0,3,3,4,MECH,5,86,True,high
6.08,94,69,1,1365.0,4,3,5,ECE,8,35,True,high
7.22,58,138,29,2048.0,1,2,3,EEE,7,5,True,high
8.67,335,107,21,996.0,5,2,5,EEE,6,38,True,high
6.42,186,190,45,2007.0,4,3,0,CSE,6,28,True,high
8.12,227,20,10,1368.0,4,0,0,MECH,5,26,True,mid
6.31,198,130,42,1456.0,3,3,4,EEE,8,68,True,high
8.31,239,81,16,1249.0,0,0,1,MECH,7,8,False,none
7.76,264,87,35,1008.0,0,3,0,ECE,7,23,True,high
6.02,245,110,12,1268.0,0,2,1,CSE,5,62,True,mid
9.08,35,9,6,1309.0,2,2,2,CSE,6,18,False,none
6.99,81,154,15,1446.0,0,0,2,IT,6,96,True,low
6.91,270,11,32,1680.0,5,3,4,IT,6,29,True,high
8.02,263,6,44,1448.0,7,3,2,ECE,6,57,True,high
9.06,280,144,0,1452.0,3,0,5,CSE,6,39,True,high
6.68,132,192,10,1496.0,7,3,5,EEE,6,67,True,high
7.87,153,191,5,961.0,2,1,5,MECH,7,31,True,high
8.27,266,113,19,984.0,5,2,4,MECH,8,64,True,high
8.56,153,25,34,1026.0,0,2,4,CSE,6,33,True,high
7.99,268,14,43,1307.0,5,0,5,CSE,7,84,True,high
7.4,56,32,36,932.0,7,3,1,CSE,5,30,True,high
6.89,22,61,40,1228.0,4,0,5,CSE,7,58,True,high
7.89,217,46,25,1058.0,3,1,1,MECH,8,77,True,high
6.62,320,94,11,1522.0,3,3,2,ECE,5,25,True,high
5.5,244,34,29,1509.0,7,1,1,MECH,6,21,True,mid
8.28,158,192,27,1325.0,5,0,0,CSE,5,33,True,high
8.79,331,199,26,925.0,1,2,3,EEE,7,96,True,high
5.5,164,75,41,1341.0,7,1,0,ECE,7,12,True,high
6.69,175,122,18,1482.0,3,3,0,CSE,5,95,True,high
8.48,99,82,4,1603.0,4,0,4,ECE,5,54,True,high
10.0,195,24,4,1838.0,7,0,3,ECE,8,7,True,high
7.82,327,56,40,1680.0,7,0,4,CIVIL,6,61,True,high
7.0,183,31,26,1441.0,3,2,1,CSE,6,21,True,mid
7.6,226,62,27,1329.0,7,0,5,MECH,8,55,True,high
9.31,273,11,25,1214.0,1,0,1,IT,6,83,True,high
7.09,106,62,26,1739.0,3,2,3,EEE,8,20,True,high
6.92,126,76,48,1442.0,6,0,2,EEE,8,97,True,high
7.27,208,91,41,1558.0,3,0,1,CSE,6,48,True,high
6.75,329,0,20,1252.0,1,1,0,ECE,7,93,True,low
7.93,30,178,0,1090.0,6,0,3,EEE,7,5,True,high
9.59,209,69,27,1300.0,6,2,3,EEE,8,34,True,high
8.16,257,135,47,1324.0,3,1,1,CSE,6,26,True,high
7.52,285,195,14,1448.0,7,0,1,IT,7,83,True,high
7.48,273,132,16,1216.0,5,2,4,ECE,8,39,True,high
6.08,67,85,25,1406.0,2,3,4,IT,8,13,True,high
8.77,311,38,19,1694.0,6,0,0,ECE,8,73,True,high
7.71,40,22,24,982.0,5,3,3,MECH,7,51,True,high
7.6,258,67,12,871.0,3,1,2,EEE,8,78,True,mid
10.0,102,179,32,1711.0,0,2,2,EEE,5,39,True,high
8.13,274,3,24,1034.0,0,1,3,CSE,7,42,False,none
6.97,280,125,7,1305.0,2,3,0,CSE,7,57,True,high
7.33,103,174,4,1552.0,6,3,4,ECE,6,2,True,high
9.06,163,20,5,1385.0,3,3,4,IT,5,14,True,high
7.92,294,183,22,1382.0,4,2,4,EEE,7,44,True,high
6.22,89,104,29,1418.0,6,3,2,CSE,5,94,True,high
8.81,301,65,13,2030.0,3,3,2,CSE,6,10,True,high
7.07,93,186,22,1845.0,0,2,0,EEE,6,38,True,high
9.86,46,6,10,1227.0,1,3,2,ECE,8,18,True,high
8.99,336,48,30,1663.0,2,0,1,IT,6,78,True,high
7.31,241,15,5,1526.0,1,3,2,ECE,8,19,True,high
9.21,102,144,10,1395.0,4,2,4,CSE,5,85,True,high
7.87,345,83,12,1173.0,3,3,0,ECE,7,70,True,high
8.74,111,86,11,1513.0,7,2,3,MECH,7,55,True,high
8.33,175,97,1,1323.0,4,3,3,ECE,7,77,True,high
6.87,168,74,34,1305.0,1,0,0,CSE,8,3,False,none
7.09,23,33,35,1208.0,3,2,1,CSE,7,8,False,none
8.93,234,160,16,1650.0,6,2,3,MECH,7,24,True,high
7.43,82,25,27,1208.0,5,2,4,CSE,6,46,True,high
7.36,258,65,27,1210.0,5,2,3,CSE,7,98,True,high
6.75,100,124,21,1594.0,6,3,3,CSE,6,48,True,high
8.27,225,62,37,1364.0,4,3,4,IT,5,26,True,high
10.0,99,86,6,1371.0,7,0,2,CSE,8,27,True,high
6.63,38,40,14,1658.0,5,0,1,MECH,8,87,True,high
7.83,314,185,31,1728.0,7,3,4,EEE,6,96,True,high
9.35,229,97,10,868.0,7,1,4,EEE,8,96,True,high
7.71,337,123,23,1368.0,5,2,5,MECH,7,61,True,high
8.3,224,78,2,1047.0,0,3,0,ECE,6,15,True,mid
6.63,230,9,29,1303.0,5,0,1,ECE,6,86,True,high
8.27,51,14,5,1398.0,0,2,2,CSE,8,45,True,high
7.59,144,41,1,1311.0,2,0,5,ECE,7,74,False,none
8.88,51,92,13,1144.0,0,1,4,IT,6,45,True,mid
9.11,173,184,40,1131.0,0,2,5,IT,7,39,True,high
10.0,292,16,17,1582.0,1,1,2,EEE,7,82,True,high
8.44,67,187,43,1784.0,7,1,5,IT,7,33,True,high
8.16,311,8,30,885.0,7,1,5,IT,7,86,True,high
8.01,331,113,12,1318.0,0,3,5,MECH,7,9,True,high
7.41,34,35,25,1583.0,0,0,4,ECE,7,0,True,low
8.17,82,35,43,1392.0,1,2,4,ECE,8,65,True,high
7.48,138,47,11,1122.0,0,3,0,IT,8,85,True,mid
7.99,96,50,17,1281.0,5,0,3,EEE,7,16,True,high
9.25,339,96,8,1476.0,6,3,1,MECH,8,46,True,high
6.69,162,118,48,1323.0,0,0,0,CSE,8,23,True,low
9.05,191,94,20,1388.0,2,2,2,CSE,6,49,True,high
9.25,134,69,47,1395.0,0,2,5,CSE,8,84,True,high
7.67,76,73,48,1269.0,0,2,4,CSE,5,28,True,high
5.5,15,79,39,1604.0,2,2,5,IT,6,77,True,high
7.13,134,67,42,1281.0,6,0,4,CSE,7,71,True,high
9.23,323,149,23,1149.0,1,3,1,ECE,7,93,True,high
7.77,335,76,33,1957.0,5,2,0,CSE,7,85,True,high
6.7,62,115,7,1381.0,6,2,0,CSE,7,86,True,high
7.24,75,5,43,800.0,0,2,2,CSE,5,12,False,none
8.72,323,153,32,1714.0,5,1,0,IT,8,63,True,high
8.4,91,74,22,1713.0,4,2,0,MECH,6,27,True,high
7.54,96,87,12,1514.0,7,2,3,EEE,8,93,True,high
7.4,11,2,48,1558.0,5,0,1,IT,6,4,True,mid
7.37,213,51,13,1940.0,1,1,5,IT,7,73,True,high
6.79,159,73,13,1159.0,1,0,0,ECE,6,8,False,none
9.58,302,124,15,1433.0,7,3,2,CSE,7,13,True,high
7.45,112,187,48,1892.0,6,1,5,CSE,5,9,True,high
9.14,33,190,37,1945.0,0,0,4,CSE,6,32,True,high
9.47,221,64,38,1308.0,7,0,0,CSE,5,74,True,high
8.9,74,51,25,1903.0,2,3,0,CSE,7,39,True,high
7.33,218,75,25,1601.0,1,3,5,CSE,8,5,True,high
8.24,260,141,0,1774.0,2,2,4,CIVIL,5,16,True,high
7.77,126,88,31,1592.0,6,2,3,MECH,7,35,True,high
6.81,125,71,14,1476.0,6,1,1,CSE,7,69,True,high
